Title,Company Name,Location,Skills Required,Salary_Min,Salary_Max,Date Posted,Source
DevOps Engineer - Kubernetes,Consultancy,India,"devops, kubernetes, design",,,2024-10-31,Source 1
HiveMinds - DevOps Engineer,Hiveminds,"Bangalore, Karnataka",devops,,,2024-10-19,Source 1
DevOps Engineer - Azure,Exiga Software Services LLC's,"Hyderabad, Telangana","azure, devops, cloud, design",,,2024-11-09,Source 1
Azure DevOps Engineer,ConnectIO IT Pvt Ltd,"Kolkata, West Bengal","azure, devops, design",,,2024-10-31,Source 1
DevOps Engineer - Azure,Scoop Technologies Pvt Ltd,"Chennai, Tamil Nadu","python, java, azure, devops, kubernetes, docker",,,2024-11-22,Source 1
Azure DevOps Engineer,Upnotch Consulting,"Bangalore, Karnataka","azure, devops, cloud",,,2024-11-09,Source 1
Azure DevOps Engineer,upGrad,India,"azure, devops, kubernetes, docker",,,2024-10-04,Source 1
DevOps Engineer - Linux,Macrohire,India,"azure, docker, linux",,,2024-11-10,Source 1
DevOps Engineer - Kubernetes,Awign,"Bangalore, Karnataka",,,,2024-11-28,Source 1
Senior Devops Engineer,Talent500 Tech,"Bangalore, Karnataka",,,,2024-11-22,Source 1
AWS DevOps Engineer,Circuit Compilers,"Hyderabad, Telangana","python, aws, devops, cloud",,,2024-11-12,Source 1
Azure/DevOps Engineer,Gloify,"Bangalore, Karnataka",design,,,2024-10-29,Source 1
DevOps Engineer - Mainframe,VENZO TECHNOLOGIES PRIVATE LIMITED,"Chennai, Tamil Nadu","devops, linux",,,2024-10-22,Source 1
DevOps Engineer - OpenShift,Gloify,"Bangalore, Karnataka","devops, cloud",,,2024-11-05,Source 1
DevOps Engineer - Azure,ADVANSOFT,"Hyderabad, Telangana","azure, devops, manager, cloud",,,2024-11-02,Source 1
AWS/DevOps Engineer,IT,India,"aws, devops, cloud, design",,,2024-10-17,Source 1
DevOps Engineer - Terraform,Getinz Techno Services,"Chennai, Tamil Nadu",linux,,,2024-10-26,Source 1
MLOps/DevOps Engineer,RANDOMTREES PRIVATE LIMITED,India,design,,,2024-10-17,Source 1
Azure DevOps Engineer,PROCONNXT,"Bangalore, Karnataka","sql, azure, devops, linux, cloud, design",,,2024-10-04,Source 1
DevOps Engineer - Azure Platform,Teamware Solutions ( A division of Quantum Leap Co,"Bangalore, Karnataka",devops,,,2024-11-27,Source 1
DevOps Engineer - AWS/Docker,Resource Tree Global Services,"Chennai, Tamil Nadu","python, aws, devops, docker, linux",,,2024-10-24,Source 1
DevOps Engineer - Docker/Kubernetes,HyrEzy Talent Solutions,India,"aws, devops",,,2024-11-22,Source 1
Scry AI - DevOps Engineer,Scry Analytics India Pvt Ltd.,India,"devops, design",,,2024-10-18,Source 1
DevOps Engineer - Cloud Platform,NEXTHIRE LLP,India,"devops, design",,,2024-11-07,Source 1
DevOps Engineer - Puppet/Ansible,Wits Innovation Lab,"Chandigarh, India","devops, kubernetes, docker",,,2024-10-17,Source 1
Senior DevOps Engineer - ServiceNow,Avensys Consulting PVT LTD,India,,,,2024-11-25,Source 1
DevOps Engineer - Cloud Infrastructure,Innovalus Technologies Pvt Ltd,"Pune, Maharashtra","devops, cloud",,,2024-10-25,Source 1
Appian Developer - BPM Implementation,Madhavi Consultant And Services,India,manager,,,2024-10-27,Source 1
Appian Developer - L2 Certification,Madhavi Consultant And Services,India,manager,,,2024-10-27,Source 1
Sales executive,Naukripay,"Rania, Sirsa",,18000.0,20000.0,2024-10-31,Source 1
Sales Executive,Facts Online Private Limited,"Borivali East, Mumbai",,,,2024-06-17,Source 1
Sales Executive,,"Bhopal, Madhya Pradesh",,,,2024-05-10,Source 1
Sales Executive,Rightwatts Solutions pvt ltd,India,,,,2024-11-16,Source 1
Sales Executive,ASCENDHUB CONSULTING SERVICES PRIVATE LIMITED,"Mumbai, Maharashtra",,,,2024-10-19,Source 1
Sales Executive,Vraz Academy,India,,,,2024-10-23,Source 1
Sales Executive,Annai Lightings and Fans,"Velacheri, Chennai",,,,2024-05-14,Source 1
Sales Executive,PayFX Fintech Solutions,India,,,,2024-10-25,Source 1
Sales Executive,SHYAM ADVISORY,India,,,,2024-11-21,Source 1
Sales executive,Naukripay,"Kalimandir, Kolkata",,20000.0,30000.0,2024-11-25,Source 1
Sales Executive,Capital Evtric Motors,"Mini Sectt., Gurgaon",,,,2024-11-06,Source 1
Sales Executive,,"Chennai, Tamil Nadu",,,,2024-05-10,Source 1
Sales executive,,"Nainital, Uttarakhand",,,,2024-05-10,Source 1
Sales executive,,"Indore, Madhya Pradesh",,,,2024-05-10,Source 1
Sales Executive,NAC JEWELLERS,India,,,,2024-11-12,Source 1
Sales Executive,Elite Tech Park,"Kochi, Ernakulam",,,,2024-11-05,Source 1
Sales Executive,Elite Tech Park,"Coimbatore North, Coimbatore",,,,2024-11-05,Source 1
sales Executive,Nexgenhiringexperts,"Mysore, Karnataka",,,,2024-10-24,Source 1
Sales Executive,ASCENDHUB CONSULTING SERVICES PRIVATE LIMITED,India,,,,2024-11-07,Source 1
Sales Executive,Sisco Jobs,"Srirangam, Tiruchirappalli",,30000.0,30000.0,2024-11-13,Source 1
SALES EXECUTIVE,Nexgenhiringexperts,"Andhra Pradesh, India",,,,2024-11-13,Source 1
Sales Executive,Cropex Limited,India,,,,2024-11-14,Source 1
Sales Executive,Genetic Instruments,India,,,,2024-11-16,Source 1
Sales executive,Naukripay,"Dindori, Nashik",,15000.0,20000.0,2024-11-28,Source 1
Sales Executive,Proptel Ventures Pvt. Ltd.,"Dlf Ph, Gurgaon",,,,2024-10-24,Source 1
Sales Executive,Savvy Search,"Gujarat, India",,,,2024-08-13,Source 1
Sales Executive,Savvy Search,"Rajasthan, India",,,,2024-08-13,Source 1
Sales Executive,KM ENTERPRISES,"Yanam, Puducherry",,,,2024-11-23,Source 1
Senior Marketing Automation Manager - Marketo,SYSTEM SOFT TECHNOLOGIES INDIA PRIVATE LIMITED,"Bangalore, Karnataka",manager,,,2024-11-23,Source 1
Salesforce Marketing Cloud Developer - Configuration Management,HNM Solutions,"Pune, Maharashtra",cloud,,,2024-11-06,Source 1
Assistant Manager - Employer Branding & Marketing,ANSR Global Corporation,"Hyderabad, Telangana",manager,,,2024-11-22,Source 1
Technical Operation Manager - CMS/Marketing Automation Platform,Xerago,"Chennai, Tamil Nadu",manager,,,2024-11-23,Source 1
Salesforce Manager - Sales/Service/Marketing Cloud,MNR Solutions,India,manager,,,2024-10-16,Source 1
Assistant Manager - Employer Branding and Marketing,ANSR Global Corporation,"Hyderabad, Telangana",manager,,,2024-11-22,Source 1
Marketing Manager,Luminary Group,India,manager,,,2024-05-15,Source 1
Marketing Manager,Chirayu Power Private Limited,India,manager,,,2024-10-19,Source 1
Marketing Manager,Nurdsoft,India,manager,,,2024-07-09,Source 1
Marketing Manager,Vizmo,"Cahmrajendrapet, Bangalore",manager,,,2024-11-26,Source 1
Marketing Manager,Cloud Counselage Pvt Ltd,"Mumbai, Maharashtra",manager,,,2024-11-05,Source 1
Marketing Manager,Acme Services Private Limited,"Bazargate, Mumbai",,1500000.0,2000000.0,2024-11-24,Source 1
Marketing Manager,Trackier,India,,,,2024-09-04,Source 1
Marketing Manager / Senior Marketing Manager,Warehouse Now,"Bangalore, Karnataka",,500000.0,1500000.0,2022-04-17,Source 1
DigiHelic Solutions - Senior Marketing Cloud Consultant,Digihelic Solutions Private Limited,"Pune, Maharashtra","javascript, html, css, cloud",,,2024-10-22,Source 1
Marketing Manager,Kaapro Management Solutions,"Delhi, India",manager,,,2024-08-08,Source 1
Marketing Manager,Sisha Greentech,"Noida, Ghaziabad",manager,,,2024-09-17,Source 1
Marketing mANAGER,Real Placements,India,,,,2024-07-31,Source 1
Marketing Manager,Hustlehub,"Bangalore, Karnataka",manager,,,2023-05-10,Source 1
Marketing Manager,Flying-Crews,"Ernakulam, Kerala",manager,60000.0,90000.0,2024-07-31,Source 1
Marketing Manager,AMIN SONS MARKETING PRIVATE LIMITED,India,manager,,,2024-11-06,Source 1
Marketing Manager,SSS Placement & Staffing Solutions,India,manager,3500000.0,5500000.0,2024-10-19,Source 1
Marketing Manager,Kaapro Management Solutions,"Indore, Madhya Pradesh",manager,,,2024-07-31,Source 1
Marketing Manager,Lakshya Placement,"Rajkot, Gujarat",manager,360000.0,600000.0,2024-07-31,Source 1
Marketing Manager,Securico Electronics India Limited,"Faridabad, Haryana",manager,600000.0,840000.0,2023-09-20,Source 1
Marketing Manager,Bloomingdale International School,"Vijayawada, Krishna",manager,540000.0,780000.0,2024-09-30,Source 1
Marketing Manager,,"Bangalore, Karnataka",,,,2024-05-10,Source 1
Marketing Manager,Gamma Holdings.,"Kochi, Ernakulam",manager,,,2024-08-16,Source 1
Marketing Manager,MM Staffing & Career Consultants,"Pune, Maharashtra",manager,,,2024-07-31,Source 1
Marketing Manager,Covenant Consultants,"Chennai, Tamil Nadu",manager,420000.0,840000.0,2024-11-14,Source 1
Cloud Architect - AWS,Talent Trace Consultancy,India,"aws, devops, kubernetes, git, cloud",,,2024-10-04,Source 1
AWS Cloud Architect,INTELLISMITH CONSULTANCY PRIVATE LIMITED,India,"aws, cloud, design",,,2024-10-22,Source 1
Cloud Architect - Azure,Ara Resources Pvt Ltd,India,,,,2024-10-19,Source 1
Cloud Architect - Google Cloud Platform,Ara Resources Pvt Ltd,India,"big data, cloud",,,2024-11-03,Source 1
Cloud Architect - AWS/Azure,Growel Softech Pvt. Ltd.,"Bangalore, Karnataka","aws, azure, cloud, design",,,2024-10-24,Source 1
Cloud Architect - AWS Platform,Intellismith pvt Ltd,"Hyderabad, Telangana",,,,2024-10-17,Source 1
AWS Cloud Architect - Terraform,Intellismith pvt Ltd,"Hyderabad, Telangana",,,,2024-11-23,Source 1
Cloud Architect - Azure Infrastructure,KellyOCG,"Pune, Maharashtra","azure, cloud, design",,,2024-11-08,Source 1
Cloud Architect - Azure Platform,Datamatics Global Services Ltd,"Mumbai, Maharashtra","azure, cloud",,,2024-11-28,Source 1
Cloud Architect - Docker/Kubernetes,RADIANT DIGITAL SOLUTIONS PRIVATE LIMITED,"Hyderabad, Telangana",,,,2024-10-22,Source 1
Cloud Architect - AWS Infrastructure,The Metromax Group,"Bangalore, Karnataka","aws, devops, cloud, design",,,2024-10-30,Source 1
Cloud Architect - IoT Solutions,TechEra IT Consulting Pvt Ltd.,"Hyderabad, Telangana","aws, azure, cloud, design",,,2024-10-30,Source 1
Cloud Architect - Salesforce CPQ,Cloud odyssey,"Bangalore, Karnataka",cloud,,,2024-10-19,Source 1
Lead Cloud Architect - Google Cloud Platform,METAFOLKS TECHNOLOGIES,India,"aws, azure, cloud, design",,,2024-10-06,Source 1
Simpliigence - Marketing Cloud Architect - Salesforce,Simpliigence,"Bangalore, Karnataka","sql, javascript, cloud",,,2024-10-27,Source 1
Cloud Architect - IaaS/PaaS/SaaS,Evoke HR Solutions,India,"cloud, design",,,2024-11-14,Source 1
Cloud Architect - AWS/Azure/Google Cloud Platform,Growel Softech Pvt. Ltd.,"Bangalore, Karnataka","aws, azure, cloud, design",,,2024-10-31,Source 1
AWS Cloud Architect - Elastic Kubernetes Service,Technomech Placements,"Bangalore, Karnataka","aws, kubernetes, cloud, design",,,2024-11-08,Source 1
i2k2 - Cloud Architect - AWS/Azure Presales,i2k2 Network Pvt Ltd,"Noida, Gautam Buddha Nagar","aws, azure, cloud",,,2024-11-16,Source 1
Azure Cloud Architect - IaaS/PaaS/SaaS,UL,India,"azure, manager, cloud",,,2024-10-15,Source 1
CAST Software - Cloud Architect - IAC Terraform,CAST Software India Pvt Ltd,"Bangalore, Karnataka",cloud,,,2024-10-26,Source 1
Zensar Technologies - Salesforce Marketing Cloud Architect & Developer,Zensar Technologies,India,,,,2024-10-05,Source 1
Reflections Info Systems - .Net Cloud Architect - Azure,Reflections Info Systems P LTD,India,"sql, azure, devops, cloud",,,2024-11-02,Source 1
Cloud Solution Architect,Global Professional Services,"Chennai, Tamil Nadu","aws, azure, cloud, design",,,2024-11-27,Source 1
Cloud Solution Architect,Habilelabs Pvt. Ltd.,"Jaipur, Rajasthan","cloud, design",,,2024-10-11,Source 1
Cloud FinOps Architect,Flipped.ai,India,"cloud, design",,,2024-11-23,Source 1
Google Cloud Platform Architect - Cloud Solutions,Boolean Staffing and Recruitment Solutions Pvt Ltd,"Noida, Ghaziabad","aws, cloud, design",,,2024-10-18,Source 1
Azure Cloud Solution Architect - Cloud Infrastructure,4Bell Technology,"Pune, Maharashtra","cloud, design",,,2024-10-02,Source 1
Alethea Communications Technologies - Cloud Architect - CI/CD Pipeline,Alethea Communications Technologies Pvt. Ltd,"Bangalore, Karnataka",cloud,,,2024-10-05,Source 1
Salesforce Experience Cloud Architect - LWC/Apex/Visual Force,Coders Brain Technology Private Limited,India,"cloud, design",,,2024-11-22,Source 1
Mobile Developer - Java/SWIFT,Aricent,India,,,,2024-10-27,Source 1
Mobile Development Specialist - IoT,SKV Hiringmate Pvt Ltd,"Pune, Maharashtra",,,,2024-10-04,Source 1
Senior Mobile Developer - Flutter,talentxo,"Bangalore, Karnataka",,,,2024-11-06,Source 1
Mobile Developer - Android Platform,Talent one Consulting,"Bangalore, Karnataka",,,,2024-11-27,Source 1
Mobile Developer - iOS/Flutter,Aricent,India,design,,,2024-10-13,Source 1
Mobile Developer - React Native,HyrEzy Talent Solutions,"Chennai, Tamil Nadu",react,,,2024-11-21,Source 1
Senior Mobile Developer - React Native,talentxo,"Delhi, India","javascript, react",,,2024-11-17,Source 1
UX Mobile Developer - Kotlin/SWIFT,HNM Solutions,"Bangalore, Karnataka",design,,,2024-11-15,Source 1
HealthifyMe - Mobile Developer - iOS Platform,HealthifyMe Wellness Private Limited,"Bangalore, Karnataka",,,,2024-11-15,Source 1
Senior Mobile Developer II - Flutter,Treint Business,"Noida, Ghaziabad",design,,,2024-10-29,Source 1
Mobile Developer - iOS/Android Platform,ACE,"Coimbatore, Tamil Nadu",react,,,2024-09-29,Source 1
Senior Mobile Developer - Android Apps,Shipsy,India,,,,2024-11-15,Source 1
Senior Mobile Developer - Flutter Technologies,TALENT XO,"Bangalore, Karnataka",,,,2024-11-02,Source 1
Mobile Developer - iOS/Android Apps,Worksconsultancy,"Bangalore, Karnataka","manager, design",,,2024-11-28,Source 1
Senior Mobile Developer - Flutter Technologies,Telesistant,"Bangalore, Karnataka","javascript, css",,,2024-10-25,Source 1
UX Mobile Developer - Android & iOS Platform,Verinite Technology,"Bangalore, Karnataka",,,,2024-11-08,Source 1
AEM Mobile Developer - iOS/Android Apps,Coders Brain Technology Private Limited,India,"manager, design",,,2024-11-27,Source 1
UX Mobile Developer - iOS/Android Platform,ProPMO Services Private Limited,"Bangalore, Karnataka",design,,,2024-11-16,Source 1
Senior Mobile Developer - iOS & Android Platform,DigitalXNode,"Vadodara, Gujarat",,,,2024-11-09,Source 1
Senior Mobile Developer - iOS & Android Platform,Dashhire,India,react,,,2024-11-27,Source 1
Nichi - Senior Mobile Developer - Flutter/Android,Nichi-In Software Solution Pvt Ltd.,"Bangalore, Karnataka","java, design",,,2024-11-25,Source 1
Senior Mobile Developer - React Native Technologies,Dashhire,India,react,,,2024-11-20,Source 1
Senior Mobile Developer - iOS/Android Platforms,Engagedly Software India Private Limited,"Bangalore, Karnataka",,,,2024-10-23,Source 1
KPMG - Lead Mobile Developer - React Native,KPMG,"Hyderabad, Telangana",design,,,2024-10-02,Source 1
KPMG - Lead Mobile Developer - React Native,KPMG,"Bangalore, Karnataka",,,,2024-11-07,Source 1
Tinvio - Mobile Developer - iOS/Android Platforms,Tinvio Digital Services India Pvt Ltd,India,"agile, design",,,2024-10-19,Source 1
Mobile Application Developer,Sumeru Consultancy Services,"Coimbatore, Tamil Nadu","react, design",,,2024-10-25,Source 1
Full Stack Developer - Mobile & Web Development,Zelarsoft Pvt.Ltd.,"Hyderabad, Telangana",devops,,,2024-11-21,Source 1
Mobile Application Developer - Flutter,Supro Info Solutions pvt ltd,"Bangalore, Karnataka",,,,2024-11-20,Source 1
Mobile Application Developer - Flutter,UNICO CONNECT PRIVATE LIMITED,India,,,,2024-11-14,Source 1
Database Administrator,Aricent,India,,,,2024-11-19,Source 1
Database Administrator,CYFUTURE,"Noida, Ghaziabad",sql,,,2024-11-16,Source 1
Database Administrator,The IT Mind services,"Chennai, Tamil Nadu",design,,,2024-10-09,Source 1
Database Administrator,MathLogic,India,data science,,,2024-10-10,Source 1
Oracle Database Administrator,SPC Services [MSPC Services Pvt Ltd],"Hyderabad, Telangana",,,,2024-11-10,Source 1
Database Administrator - PostgreSQL,Rigel Networks,"Ahmedabad, Gujarat",,,,2024-10-22,Source 1
Database Administration - MySQL,contactx,India,"sql, azure, cloud",,,2024-11-24,Source 1
SQL Database Administrator,V F M Systems And Services Pvt Ltd.,"Noida, Ghaziabad",design,,,2024-10-02,Source 1
Oracle Database Administrator,Tehno Right,"Bangalore, Karnataka",git,,,2024-11-06,Source 1
Database Administrator - SQL,Dotflick Solutions,India,sql,,,2024-11-26,Source 1
Oracle Database Administrator,"Velocida P. Ltd.,","Hyderabad, Telangana","cloud, design",,,2024-10-04,Source 1
SQL Database Administrator,Collabera,"Bangalore, Karnataka",sql,,,2024-11-06,Source 1
Database Administrator - MongoDB,Crimsonlake Technologies,"Hyderabad, Telangana",design,,,2024-11-05,Source 1
Oracle Database Administration,Nazztec Private Limited,"Noida, Ghaziabad",linux,,,2024-11-21,Source 1
Database Administrator - QAD,AB2 Consulting Pvt Ltd,"Bangalore, Karnataka",,,,2024-11-19,Source 1
Database Administrator - MongoDB,Jellyfish Technologies Pvt Ltd,"Delhi, India",,,,2024-10-11,Source 1
Oracle Database Administrator,ATech,India,"azure, cloud",,,2024-11-12,Source 1
Database Administrator - SQL,Talent Pro,India,"sql, azure, design",,,2024-11-26,Source 1
Senior Database Administrator,Lancetech solutions,India,"sql, design",,,2024-10-29,Source 1
Database Administrator - MongoDB,Akal Information Systems Ltd,"Delhi, India",design,,,2024-11-21,Source 1
Database Administrator - PostgreSQL,selsoft,"Hyderabad, Telangana",sql,,,2024-11-13,Source 1
Oracle Database Administrator,Talent Pro,India,,,,2024-11-26,Source 1
Database Administrator - SQL,Mobifly,India,,,,2024-11-28,Source 1
Cricbuzz - Database Administrator,Hirist.tech,"Bangalore, Karnataka",,,,2024-11-20,Source 1
SQL Database Administrator,HNM Solutions,India,sql,,,2024-10-09,Source 1
Oracle Database Administrator,LITTLE ROBIN TECHNOLOGY PARTNERS PRIVATE LIMITED,India,,,,2024-10-29,Source 1
Database Administrator - CockroachDB,IT Company,India,,,,2024-10-17,Source 1
Oracle Database Administrator,ASCHPRO IT SOLUTIONS PRIVATE LIMITED,"Hyderabad, Telangana","aws, cloud",,,2024-10-11,Source 1
Database Administrator - MongoDB,Jellyfish Technologies Pvt Ltd,"Noida, Ghaziabad",,,,2024-10-18,Source 1
Database Administrator - Performance Tuning,Qode.world,India,"aws, cloud",,,2024-11-09,Source 1
Cloud Operations Manager,Sampoorna Consultants Pvt. Ltd,"Chennai, Tamil Nadu",cloud,,,2024-11-08,Source 1
Operations Manager - Cloud Infrastructure,XTENTEAM SOLUTIONS LLP,"Pune, Maharashtra","manager, cloud",,,2024-10-11,Source 1
Linux Operations Manager - Cloud,Sampoorna Consultants Pvt. Ltd,"Chennai, Tamil Nadu","linux, cloud",,,2024-11-06,Source 1
Technical Operation Manager - CMS/Marketing Automation Platform,Xerago,"Chennai, Tamil Nadu",manager,,,2024-11-23,Source 1
Operations Delivery Manager,Cogneau Systems Pvt. Ltd.,India,,,,2024-11-15,Source 1
Emerging India Analytics - Product & Operations Manager - Data Science,Emerging India Educational Services Pvt Ltd,"Noida, Ghaziabad",,,,2024-10-19,Source 1
Network Operations Center Manager,Prime Search,"Bangalore, Karnataka",manager,,,2024-11-16,Source 1
Manager - Security Operations,Arting Digital,"Bangalore, Karnataka",manager,,,2024-10-02,Source 1
Senior Manager - Security Operations,Spaulding Ridge Advisory India Pvt. Ltd.,"Pune, Maharashtra",design,,,2024-11-15,Source 1
Assistant Manager - HR Operations,ANSR Global Corporation,"Bangalore, Karnataka",manager,,,2024-11-22,Source 1
Senior Manager - HR operations,ANSR Global Corporation,"Bangalore, Karnataka",manager,,,2024-11-22,Source 1
Sycamore Informatics - Manager - Cloud Operations,Sycamore Informatics Inc.,India,"devops, manager, cloud",,,2024-10-10,Source 1
Senior Manager [HR operations and Payroll],ANSR Global Corporation,"Bangalore, Karnataka",manager,,,2024-11-22,Source 1
Senior Manager/Operations Research Scientist - Machine Learning/Algorithm,Career Makers,"Bangalore, Karnataka",machine learning,,,2024-11-23,Source 1
Senior Manager (Payroll & HR operations),ANSR Global Corporation,"Bangalore, Karnataka",manager,,,2024-11-22,Source 1
APPIT Software - Senior Product Manager - Cloud Operations,APPIT SOFTWARE SOLUTIONS PRIVATE LIMITED,India,"aws, azure, manager, cloud",,,2024-11-26,Source 1
Zscaler - Site Reliability Engineering Manager - Cloud Operations,Zscaler,"Bangalore, Karnataka","agile, cloud",,,2024-11-21,Source 1
L2/L3 Security Operations Center Lead - Vulnerability Management,Intellismith pvt Ltd,India,,,,2024-11-23,Source 1
Operation manager,CCTECH,"Yerwada, Pune",manager,600000.0,,2024-11-06,Source 1
Operations Manager,Edupeople,"Karnataka, India",manager,,,2024-09-10,Source 1
Operations Manager,Acme Services Private Limited,"Bazargate, Mumbai",,1000000.0,1200000.0,2024-11-22,Source 1
Operations Manager,Loom Solar Pvt. Ltd.,"Palwal, Faridabad",,18000.0,20000.0,2024-11-22,Source 1
"Operations Manager, Operations Manager (INFC)",ASSPL - Maharashtra,"Thane, Maharashtra",manager,,,2024-05-23,Source 1
"Operations Manager, Operations Manager (INFC)",ASSPL - Maharashtra,"Bangalore, Karnataka",manager,,,2024-05-23,Source 1
"Operations Manager, Operations Manager (INFC)",ASSPL - Telangana,"Hyderabad, Telangana",manager,,,2024-11-15,Source 1
"Operations Manager, Operations Manager (INFC)",Amazon,"Thane, Maharashtra",manager,,,2024-05-24,Source 1
"Operations Manager, Operations Manager (INFC)",Amazon,"Hyderabad, Telangana",manager,,,2024-11-18,Source 1
"Operations Manager, Operations Manager (INFC)",Amazon,"Bangalore, Karnataka",manager,,,2024-05-24,Source 1
Operations Manager,Multi Recruit,"Bangalore, Karnataka",manager,0.0,1600000.0,2021-11-24,Source 1
Operation Manager,MM Staffing & Career Consultants,"Ahmedabad, Gujarat",manager,,,2024-07-31,Source 1
Specialist Software Engineer - IT (Information Technology) - India,Societe Generale,India,"python, java, agile, design",,,2024-11-21,Source 3
"Software Engineer - Java, Spring Boot and Microservices",Apple,"Hyderabad, Telangana, India","java, design",,,Not specified,Source 3
Experienced Software Engineer Java / Python (Full Stack or Back End),JPMC Candidate Experience page,"Hyderabad, Telangana, India","python, java, machine learning, artificial intelligence, big data, agile, cloud, design",,,2024-11-19,Source 3
Software Engineer (Python Developer),30097 FactSet Systems India Private Limited,India,"python, aws, node.js, machine learning, cloud, design",,,2024-11-25,Source 3
Senior Software Engineer - Node.js,coursefinder.ai,"Hyderabad, Telangana, India","javascript, node.js, agile, design",,,2024-11-25,Source 3
Lead Software Engineer – Full Stack Java,Wells Fargo,"Hyderabad, Telangana, India","java, sql, azure, react, agile, cloud, design",,,2024-11-19,Source 3
Senior Software Engineer - Android,Experian,"Hyderabad, Telangana, India","java, agile, design",,,2024-11-25,Source 3
Software Engineer-Mainframe | Bangalore,Broadridge,"Telangana, India","agile, manager, design",,,2024-11-24,Source 3
Senior Software Engineer - Frontend,GE,"Hyderabad, Telangana, India","java, sql, javascript, react, git, css, agile, scrum, design",,,2024-11-24,Source 3
Senior Software Engineer- Connectors and Integrations,Avalara,India,"aws, devops, docker, agile, scrum, manager, cloud, design",,,Not specified,Source 3
Senior Data Scientist,Zoom,India,"python, sql, design",,,2024-11-08,Source 3
Data Scientist I A - GBS IND,Bank of America,India (+2 others),"python, sql, git, jira, design",,,2024-11-25,Source 3
Sr.Data Scientist (AI/ML Experience Mandate),Visa,India,"python, sql, aws, machine learning, data science, big data, git, linux, design",,,2024-11-26,Source 3
Data Scientist Manager,BP,India,,,,2024-11-12,Source 3
Senior Data Scientist (Python/NLP/SQL exp only),Wolters Kluwer (India) Private Limited,Anywhere,"python, sql, machine learning, data science, linux, design",,,2024-11-25,Source 3
Data Scientist,1072-28 Target India (Non-USA),India,"python, java, sql, machine learning, data science, agile",,,Not specified,Source 3
Senior Data Scientist - Optimization (FTC),Argus Media,India,"sql, aws, machine learning, data science, cloud",,,Not specified,Source 3
"Senior Business Data Scientist, Finance",Google Inc.,India,"python, sql, machine learning, data science, design",,,2024-11-21,Source 3
ML/Data Scientist,Muffins,India,"python, data science",,,Not specified,Source 3
Data Scientist / Sr. Data Scientist,Claim Genius,"Nagpur, Maharashtra, India","python, aws, azure, machine learning, data science, big data, cloud, design",,,Not specified,Source 3
Project Manager - IT (Information Technology) - India,Societe Generale,India,manager,,,2024-11-21,Source 3
Project Manager,Carrier,"Hyderabad, Telangana, India",,,,2024-11-18,Source 3
"Project Manager Job in Hyderabad, India",Virtusa,"Hyderabad, Telangana, India",agile,,,2024-11-20,Source 3
Information Technology Project Manager,Goldsikka Limited,"Hyderabad, Telangana, India","agile, scrum, manager, design",900000.0,1200000.0,2024-11-24,Source 3
Strategic Project Manager,Shine,"Hyderabad, Telangana, India","agile, manager, design",,,2024-11-25,Source 3
Senior Project Manager-3,Wells Fargo,"Hyderabad, Telangana, India","agile, scrum, jira, manager",,,2024-11-12,Source 3
Software Project Manager,Logitech,India,"scrum, jira, manager, design",,,Not specified,Source 3
ServiceNow Technical Project Manager Job,Yash Technologies,"Hyderabad, Telangana, India","agile, manager, cloud",,,2024-11-23,Source 3
Senior Project Manager,Ensono,"Hyderabad, Telangana, India",,,,Not specified,Source 3
Oracle Project Manager,SysTechCorp Inc,"Hyderabad, Telangana, India",manager,,,2024-11-25,Source 3
Web Developer Associate Manager,Accenture in India,India,"manager, cloud, design",,,2024-11-27,Source 3
Consultant – Angular 2+ Web Developer-ITO085844,Genpact,"Hyderabad, Telangana, India","agile, scrum, design",,,2024-11-27,Source 3
PHP Web Developer,Shine,"Raipur, Chhattisgarh, India","javascript, git",,,2024-11-25,Source 3
Junior Web Developer,Ignatiuz.com,"Indore, Madhya Pradesh, India","html, design",,,Not specified,Source 3
Senior Full Stack Web Developer,GladOwl,"Maharashtra, India","python, sql, javascript, aws, azure, react, node.js, devops, git, html, css, manager, cloud, design",,,2024-11-25,Source 3
"Full-Stack Developer (.NET Web API, MVC, Angular)",OUTLIERS TECH,"Hyderabad, Telangana, India","sql, javascript, aws, azure, devops, git, agile, cloud, design",,,1 day ago,Source 3
Web Video Digital Pty Ltd Web Developer & App Developer Aurangabad,Web Video Digital Pty Ltd,"Chhatrapati Sambhaji Nagar, Maharashtra, India",design,,,2024-11-25,Source 3
Website Developer (IT Specialist),Ontaxco.com,India,"python, javascript, react, node.js, git, html, css, design",,,2024-11-25,Source 3
Web Developer - Html/ CSS FRESHERS,Endeavor IT Solution,"Indore, Madhya Pradesh, India","java, html, css, design",,,Not specified,Source 3
Android Web developer- Trainer,Cambridge Infotech,India,"java, javascript, html, css",,,2024-11-24,Source 3
"Lead Business Analyst Job in Hyderabad, India",Virtusa,"Hyderabad, Telangana, India","java, sql, agile, scrum, design",,,1 day ago,Source 3
Junior Business Analyst / Scrum Master with good on Agile methodologies,Team-Soft LLC,Anywhere,"agile, scrum, jira",,,2024-11-27,Source 3
Zuora Business Analyst,Zoom,India,"sql, design",,,2024-11-12,Source 3
Business Analyst I / Technical Writer,FIS Global,"Hyderabad, Telangana, India",,,,2024-11-25,Source 3
